Ammonia MQ135,Co2,Alcohol,Methane,Hydrogen Sulfide,LPG,Hydrogen,Ammonia MQ137,label,Time,TVC
3.7,605.18,23291.69,7896.65,40.74,4.82,171.12,0.38,2,12.31916667,5.1235
3.78,605.18,23214.68,7937.92,40.4,4.73,171.83,0.38,2,12.31944444,5.1235
3.7,605.18,23330.3,7917.26,40.91,4.63,170.69,0.38,2,12.31972222,5.1235
3.66,605.18,23253.16,7917.26,40.23,4.66,170.6,0.36,2,12.32,5.1235
3.7,605.18,23253.16,8084.06,40.57,4.67,171.21,0.38,2,12.32027778,5.1235
3.7,605.18,23407.75,7886.36,40.74,4.65,171.12,0.38,2,12.32055556,5.1235
3.63,605.18,23407.75,7886.36,40.82,4.67,170.51,0.38,2,12.32083333,5.1235
3.54,605.18,23330.3,7906.94,40.91,4.68,170.95,0.38,2,12.32111111,5.1235
3.66,605.18,23330.3,7937.92,40.48,4.68,171.21,0.38,2,12.32138889,5.1235
3.68,605.18,23330.3,7876.08,40.57,4.62,171.04,0.38,2,12.32166667,5.1235
3.64,605.18,23291.69,7906.94,40.74,4.59,170.86,0.38,2,12.32194444,5.1235
3.74,605.18,24524.46,7886.36,40.82,4.5,171.04,0.38,2,12.32222222,5.1235
3.73,605.18,23291.69,7896.65,40.57,4.44,171.12,0.38,2,12.3225,5.1235
3.66,605.18,23407.75,7917.26,40.74,4.49,171.12,0.38,2,12.32277778,5.1235
3.75,605.18,23253.16,7876.08,40.82,4.44,171.21,0.38,2,12.32305556,5.1235
3.66,605.18,23291.69,7927.59,37.96,4.27,171.3,0.38,2,12.32333333,5.1235
3.68,605.18,23330.3,7794.35,40.48,4.33,170.77,0.38,2,12.32361111,5.1235
3.66,605.18,23369,7886.36,39.48,4.35,171.21,0.41,2,12.32388889,5.1235
3.7,605.18,23330.3,7886.36,40.74,4.71,171.12,0.37,2,12.32416667,5.1235
3.63,605.18,23407.75,7886.36,40.57,4.24,171.3,0.38,2,12.32444444,5.1235
3.84,605.18,23407.75,7906.94,41,4.27,171.21,0.38,2,12.32472222,5.1235
3.7,605.18,23253.16,7917.26,40.74,4.25,170.77,0.38,2,12.325,5.1235
3.68,605.18,23369,7937.92,40.82,4.27,171.12,0.38,2,12.32527778,5.1235
3.4,605.18,23291.69,7917.26,40.91,4.22,171.12,0.38,2,12.32555556,5.1235
3.67,605.18,23407.75,7896.65,40.74,4.32,171.21,0.38,2,12.32583333,5.1235
3.75,605.18,23330.3,7906.94,40.91,4.27,171.48,0.38,2,12.32611111,5.1235
3.71,605.18,23446.6,7917.26,40.82,4.24,170.95,0.38,2,12.32638889,5.1235
3.73,605.18,23330.3,7958.65,40.91,4.21,172.9,0.37,2,12.32666667,5.1235
3.74,605.18,23369,7937.92,40.74,4.2,170.42,0.37,2,12.32694444,5.1235
3.66,605.18,23330.3,8000.24,40.65,4.18,170.95,0.39,2,12.32722222,5.1235
3.7,605.18,23330.3,7917.26,41,4.25,171.04,0.38,2,12.3275,5.1235
3.76,605.18,23407.75,7896.65,40.74,4.28,171.39,0.38,2,12.32777778,5.1235
3.7,605.18,23214.68,7896.65,40.82,4.47,170.77,0.39,2,12.32805556,5.1235
3.74,605.18,23330.3,7937.92,39.65,4.4,171.48,0.38,2,12.32833333,5.1235
3.63,605.18,23369,7937.92,40.74,4.4,170.95,0.38,2,12.32861111,5.1235
3.74,605.18,23330.3,7896.65,40.82,4.19,170.95,0.38,2,12.32888889,5.1235
3.68,605.18,23407.75,7917.26,40.91,4.43,171.21,0.41,2,12.32916667,5.1235
3.74,605.18,23330.3,7917.26,40.65,4.44,171.12,0.38,2,12.32944444,5.1235
3.71,605.18,23407.75,7917.26,40.57,4.42,171.3,0.38,2,12.32972222,5.1235
3.66,605.18,23330.3,7917.26,40.23,4.32,170.86,0.37,2,12.33,5.1235
3.68,605.18,23330.3,7896.65,41,4.26,169.04,0.38,2,12.33027778,5.1235
3.31,605.18,23330.3,7917.26,40.74,4.28,171.3,0.38,2,12.33055556,5.1235
3.78,605.18,23330.3,7917.26,40.65,4.22,171.21,0.38,2,12.33083333,5.1235
3.7,605.18,23641.94,7927.59,40.57,3.95,171.21,0.38,2,12.33111111,5.1235
3.73,605.18,23369,7917.26,40.57,4.35,171.21,0.38,2,12.33138889,5.1235
3.74,605.18,22871.81,7937.92,41,4.4,171.39,0.38,2,12.33166667,5.1235
3.7,605.18,23407.75,7917.26,40.74,4.29,171.04,0.38,2,12.33194444,5.1235
3.76,605.18,23369,8232.8,40.74,4.26,171.21,0.38,2,12.33222222,5.1235
3.75,605.18,23407.75,7845.34,40.74,4.29,171.48,0.38,2,12.3325,5.1235
3.77,605.18,23369,7917.26,40.74,4.25,171.21,0.38,2,12.33277778,5.1235
3.74,605.18,23407.75,7937.92,41.25,4.25,171.04,0.37,2,12.33305556,5.1235
3.76,605.18,23446.6,7896.65,40.82,4.24,171.21,0.38,2,12.33333333,5.1235
3.76,605.18,23330.3,7886.36,40.74,4.29,170.69,0.38,2,12.33361111,5.1235
3.66,605.18,23176.3,7876.08,40.15,4.33,171.12,0.38,2,12.33388889,5.1235
3.7,605.18,23369,7906.94,39.73,4.3,170.95,0.38,2,12.33416667,5.1235
3.74,605.18,23330.3,7917.26,40.57,4.35,171.21,0.38,2,12.33444444,5.1235
3.76,605.18,23291.69,7937.92,40.57,4.44,171.12,0.38,2,12.33472222,5.1235
3.74,605.18,23407.75,7886.36,40.91,4.47,171.12,0.37,2,12.335,5.1235
3.71,605.18,23407.75,7917.26,40.57,4.31,171.04,0.37,2,12.33527778,5.1235
3.74,605.18,23176.3,7906.94,40.91,4.2,170.77,0.38,2,12.33555556,5.1235
3.74,605.18,23407.75,7906.94,40.57,4.35,171.21,0.38,2,12.33583333,5.1235
3.7,605.18,23407.75,7865.82,40.57,4.33,170.77,0.37,2,12.33611111,5.1235
3.74,605.18,23369,7917.26,40.74,4.31,171.12,0.38,2,12.33638889,5.1235
3.7,605.18,23407.75,8740.44,40.65,4.39,170.95,0.42,2,12.33666667,5.1235
3.62,605.18,23407.75,7917.26,40.65,4.31,170.95,0.38,2,12.33694444,5.1235
3.76,605.18,23407.75,7917.26,40.65,4.28,171.21,0.39,2,12.33722222,5.1235
3.9,605.18,23407.75,7917.26,41.08,4.24,171.21,0.38,2,12.3375,5.1235
3.64,605.18,23446.6,7896.65,40.74,4.25,171.3,0.37,2,12.33777778,5.1235
3.7,605.18,23446.6,7937.92,40.65,4.26,171.21,0.37,2,12.33805556,5.1235
3.7,605.18,23291.69,7917.26,40.23,4.29,171.21,0.38,2,12.33833333,5.1235
3.76,605.18,23563.57,7917.26,40.57,4.29,171.12,0.37,2,12.33861111,5.1235
3.7,605.18,23369,7906.94,40.91,4.35,171.21,0.39,2,12.33888889,5.1235
3.65,605.18,23330.3,7937.92,41,4.28,170.95,0.38,2,12.33916667,5.1235
3.7,605.18,23446.6,8021.12,41,4.3,171.48,0.38,2,12.33944444,5.1235
3.74,605.18,23602.74,7917.26,40.91,4.26,171.3,0.39,2,12.33972222,5.1235
3.71,605.18,23407.75,7937.92,40.82,4.27,171.3,0.39,2,12.34,5.1235
3.73,605.18,23641.94,7917.26,41,4.24,171.3,0.37,2,12.34027778,5.1235
3.76,605.18,23524.5,7917.26,40.91,4.19,171.39,0.38,2,12.34055556,5.1235
3.77,605.18,23023.47,7958.65,41,4.17,171.3,0.38,2,12.34083333,5.1235
3.74,605.18,23485.54,7958.65,40.91,4.14,171.39,0.38,2,12.34111111,5.1235
3.74,605.18,23407.75,7906.94,41.17,4.14,169.12,0.38,2,12.34138889,5.1235
3.7,605.18,23330.3,7927.59,40.23,4.09,171.21,0.37,2,12.34166667,5.1235
3.69,605.18,23369,7927.59,40.74,4.08,171.21,0.38,2,12.34194444,5.1235
3.7,605.18,23330.3,7917.26,41.08,4.09,171.3,0.32,2,12.34222222,5.1235
3.7,605.18,23407.75,7917.26,40.82,4.05,171.04,0.38,2,12.3425,5.1235
3.68,605.18,23407.75,7937.92,41,4.03,171.04,0.38,2,12.34277778,5.1235
3.61,605.18,23369,7917.26,40.82,3.91,170.34,0.38,2,12.34305556,5.1235
3.7,605.18,23407.75,7917.26,41.08,3.93,171.21,0.38,2,12.34333333,5.1235
3.69,605.18,23446.6,7937.92,40.91,4.09,171.21,0.38,2,12.34361111,5.1235
3.74,605.18,23407.75,7937.92,40.4,4.12,171.21,0.38,2,12.34388889,5.1235
3.71,605.18,23407.75,7948.28,40.48,4.46,171.39,0.38,2,12.34416667,5.1235
3.57,605.18,23330.3,7917.26,40.57,4.5,171.39,0.38,2,12.34444444,5.1235
3.74,605.18,23176.3,7917.26,41,4.58,171.12,0.38,2,12.34472222,5.1235
3.68,605.18,23330.3,7896.65,40.91,4.57,171.12,0.38,2,12.345,5.1235
3.74,605.18,23407.75,7917.26,41,4.54,171.48,0.38,2,12.34527778,5.1235
3.66,605.18,23485.54,7958.65,40.74,4.42,171.12,0.38,2,12.34555556,5.1235
3.76,605.18,23291.69,7937.92,39.73,4.4,171.39,0.38,2,12.34583333,5.1235
3.66,605.18,23485.54,7937.92,41,4.51,171.3,0.37,2,12.34611111,5.1235
3.76,605.18,23407.75,7906.94,40.82,4.33,170.95,0.39,2,12.34638889,5.1235
3.7,605.18,23369,7896.65,40.91,4.22,171.12,0.38,2,12.34666667,5.1235
3.65,605.18,23407.75,7937.92,41.25,4.24,171.21,0.38,2,12.34694444,5.1235
3.71,605.18,23407.75,7906.94,40.91,4.4,171.21,0.38,2,12.34722222,5.1235
3.75,605.18,23563.57,7917.26,41.08,4.09,171.21,0.38,2,12.3475,5.1235
3.77,605.18,23369,7917.26,40.91,4.08,171.3,0.38,2,12.34777778,5.1235
3.54,605.18,23291.69,7917.26,40.74,4.22,171.21,0.37,2,12.34805556,5.1235
3.76,605.18,22834.09,7917.26,41.17,4.07,171.21,0.39,2,12.34833333,5.1235
3.71,605.18,23407.75,7958.65,42.84,4.14,171.04,0.38,2,12.34861111,5.1235
3.74,605.18,23641.94,8084.06,40.65,4,171.48,0.38,2,12.34888889,5.1235
3.73,605.18,23407.75,7937.92,41,4.08,171.39,0.37,2,12.34916667,5.1235
3.76,605.18,23524.5,7906.94,41.08,4.02,171.39,0.38,2,12.34944444,5.1235
3.76,605.18,23485.54,7917.26,41.34,4.15,171.48,0.38,2,12.34972222,5.1235
3.73,605.18,23446.6,7937.92,40.91,4.73,171.48,0.38,2,12.35,5.1235
4.06,605.18,23407.75,7937.92,40.74,4.54,171.04,0.37,2,12.35027778,5.1235
3.71,605.18,23407.75,7937.92,40.82,4.66,172.1,0.38,2,12.35055556,5.1235
3.74,605.18,23485.54,7917.26,40.91,4.7,171.39,0.38,2,12.35083333,5.1235
3.76,605.18,23485.54,7937.92,40.91,4.67,171.21,0.38,2,12.35111111,5.1235
3.74,605.18,23407.75,7906.94,41.17,4.61,171.21,0.38,2,12.35138889,5.1235
3.71,605.18,23330.3,7917.26,41,4.57,171.12,0.39,2,12.35166667,5.1235
3.74,605.18,23446.6,7937.92,40.65,4.59,171.21,0.38,2,12.35194444,5.1235
3.7,605.18,23291.69,7896.65,41.08,4.61,171.3,0.38,2,12.35222222,5.1235
3.76,605.18,23407.75,7917.26,40.74,4.71,170.6,0.37,2,12.3525,5.1235
3.74,605.18,23485.54,7927.59,40.65,4.71,171.3,0.38,2,12.35277778,5.1235
3.76,605.18,23369,7886.36,40.74,4.68,170.77,0.38,2,12.35305556,5.1235
4.86,605.18,23407.75,7917.26,40.91,4.71,170.86,0.38,2,12.35333333,5.1235
3.7,605.18,23720.62,7876.08,40.91,4.71,171.12,0.38,2,12.35361111,5.1235
3.76,605.18,23176.3,7814.7,40.74,4.54,171.04,0.38,2,12.35388889,5.1235
3.7,605.18,23330.3,7937.92,40.57,4.73,171.12,0.38,2,12.35416667,5.1235
3.7,605.18,23330.3,7927.59,40.65,4.66,171.3,0.38,2,12.35444444,5.1235
3.7,605.18,23330.3,7917.26,40.91,4.64,171.12,0.38,2,12.35472222,5.1235
3.7,605.18,23330.3,8105.15,40.65,4.61,170.86,0.38,2,12.355,5.1235
3.74,605.18,23253.16,7937.92,40.57,4.61,170.69,0.38,2,12.35527778,5.1235
3.7,605.18,23407.75,7927.59,40.74,4.69,171.04,0.38,2,12.35555556,5.1235
3.74,605.18,23407.75,7937.92,40.91,4.74,171.12,0.37,2,12.35583333,5.1235
3.76,605.18,23485.54,7937.92,41.08,4.73,171.12,0.38,2,12.35611111,5.1235
3.7,605.18,23330.3,7927.59,40.4,4.64,171.12,0.38,2,12.35638889,5.1235
3.77,605.18,23330.3,7937.92,40.32,4.66,170.95,0.38,2,12.35666667,5.1235
3.71,605.18,23369,7886.36,41.08,4.62,171.12,0.38,2,12.35694444,5.1235
3.72,605.18,23407.75,7937.92,40.74,4.61,171.12,0.38,2,12.35722222,5.1235
3.74,605.18,23485.54,7917.26,39.98,4.57,171.12,0.38,2,12.3575,5.1235
3.71,605.18,23330.3,7917.26,40.91,4.67,170.86,0.38,2,12.35777778,5.1235
3.66,605.18,23407.75,7896.65,40.4,4.57,171.21,0.38,2,12.35805556,5.1235
3.7,605.18,23407.75,7917.26,41,4.4,170.95,0.38,2,12.35833333,5.1235
3.7,605.18,23330.3,7917.26,40.65,4.52,170.69,0.39,2,12.35861111,5.1235
3.76,605.18,23330.3,7855.57,40.74,4.81,171.12,0.38,2,12.35888889,5.1235
3.68,605.18,23407.75,7896.65,41,4.66,171.21,0.38,2,12.35916667,5.1235
3.7,605.18,23407.75,7937.92,40.82,4.66,171.12,0.38,2,12.35944444,5.1235
3.58,605.18,23485.54,7937.92,40.4,4.66,170.69,0.38,2,12.35972222,5.1235
3.78,605.18,23253.16,7937.92,40.74,4.64,171.12,0.38,2,12.36,5.1235
3.7,605.18,23330.3,7917.26,40.57,4.63,171.3,0.38,2,12.36027778,5.1235
3.68,605.18,23291.69,7917.26,41.08,4.68,171.21,0.39,2,12.36055556,5.1235
3.76,605.18,23253.16,7896.65,40.74,4.62,170.86,0.39,2,12.36083333,5.1235
3.64,605.18,23446.6,7896.65,40.65,4.61,170.95,0.38,2,12.36111111,5.1235
3.7,605.18,23023.47,7906.94,40.15,4.62,170.77,0.38,2,12.36138889,5.1235
3.66,605.18,23330.3,7917.26,41.17,4.67,171.04,0.38,2,12.36166667,5.1235
3.71,605.18,23253.16,7876.08,40.91,4.6,170.77,0.47,2,12.36194444,5.1235
3.76,605.18,23407.75,7917.26,40.57,4.63,171.21,0.38,2,12.36222222,5.1235
3.76,605.18,23330.3,7886.36,40.57,4.58,170.95,0.38,2,12.3625,5.1235
3.7,605.18,23407.75,7927.59,41,4.66,171.04,0.38,2,12.36277778,5.1235
3.68,605.18,23641.94,7927.59,40.48,4.69,170.77,0.38,2,12.36305556,5.1235
3.73,605.18,23369,7906.94,40.57,4.79,170.77,0.38,2,12.36333333,5.1235
3.83,605.18,23563.57,7917.26,41,4.63,169.73,0.38,2,12.36361111,5.1235
3.74,605.18,23253.16,7906.94,41,4.48,170.69,0.38,2,12.36388889,5.1235
3.7,605.18,23253.16,7896.65,40.23,4.4,170.6,0.37,2,12.36416667,5.1235
3.66,605.18,23291.69,7906.94,40.57,4.37,170.86,0.37,2,12.36444444,5.1235
3.76,605.18,23407.75,7917.26,40.65,4.42,170.6,0.37,2,12.36472222,5.1235
3.74,605.18,23291.69,7906.94,40.74,4.38,170.95,0.38,2,12.365,5.1235
3.7,605.18,23407.75,7948.28,40.91,4.36,170.69,0.36,2,12.36527778,5.1235
3.67,605.18,23369,7917.26,41.08,4.38,171.3,0.38,2,12.36555556,5.1235
3.73,605.18,23446.6,7917.26,40.23,4.32,171.21,0.38,2,12.36583333,5.1235
3.76,605.18,23407.75,7896.65,40.91,4.03,171.21,0.38,2,12.36611111,5.1235
3.7,605.18,23330.3,7927.59,40.65,5.27,170.6,0.38,2,12.36638889,5.1235
3.76,605.18,23253.16,7927.59,40.48,5.42,170.69,0.38,2,12.36666667,5.1235
3.7,605.18,22721.33,7917.26,40.23,5.4,170.77,0.38,2,12.36694444,5.1235
3.71,605.18,23291.69,7917.26,40.82,5.63,170.77,0.38,2,12.36722222,5.1235
3.7,605.18,23369,7886.36,40.65,5.59,170.51,0.38,2,12.3675,5.1235
3.74,605.18,23407.75,7896.65,40.65,5.56,170.95,0.38,2,12.36777778,5.1235
3.74,605.18,23253.16,7896.65,40.82,5.53,170.95,0.39,2,12.36805556,5.1235
3.7,605.18,23214.68,7896.65,40.4,5.51,170.6,0.32,2,12.36833333,5.1235
3.77,605.18,23330.3,7876.08,40.82,5.56,171.12,0.37,2,12.36861111,5.1235
3.71,605.18,23485.54,7896.65,41.08,5.62,170.69,0.39,2,12.36888889,5.1235
3.7,605.18,23407.75,7937.92,40.57,5.56,170.6,0.38,2,12.36916667,5.1235
3.33,605.18,23369,7937.92,41.17,5.59,171.12,0.38,2,12.36944444,5.1235
3.71,605.18,23330.3,7896.65,42.57,5.48,170.69,0.38,2,12.36972222,5.1235
3.77,605.18,23330.3,7917.26,41.08,5.44,171.12,0.38,2,12.37,5.1235
3.61,605.18,23407.75,7906.94,39.98,5.31,170.86,0.36,2,12.37027778,5.1235
3.74,605.18,23958.48,7917.26,40.74,5,170.69,0.39,2,12.37055556,5.1235
3.7,605.18,23291.69,7896.65,40.65,4.75,171.12,0.38,2,12.37083333,5.1235
3.7,605.18,23407.75,7896.65,40.74,4.66,171.04,0.38,2,12.37111111,5.1235
3.75,605.18,23330.3,7906.94,40.74,4.51,171.21,0.39,2,12.37138889,5.1235
3.74,605.18,23330.3,7906.94,41.25,4.32,170.95,0.38,2,12.37166667,5.1235
3.66,605.18,23407.75,7927.59,40.57,4.46,170.95,0.36,2,12.37194444,5.1235
3.76,605.18,23407.75,7906.94,41.08,4.4,171.21,0.39,2,12.37222222,5.1235
3.7,605.18,23330.3,7917.26,41.25,4.49,171.21,0.38,2,12.3725,5.1235
3.66,605.18,23407.75,7917.26,41,4.61,170.6,0.38,2,12.37277778,5.1235
3.69,605.18,23369,7927.59,40.82,4.27,171.21,0.38,2,12.37305556,5.1235
3.68,605.18,23407.75,7896.65,40.74,4.43,170.95,0.38,2,12.37333333,5.1235
3.7,605.18,23330.3,7896.65,40.82,4.44,170.95,0.38,2,12.37361111,5.1235
3.74,605.18,23407.75,7927.59,40.57,4.5,171.21,0.38,2,12.37388889,5.1235
3.68,605.18,23407.75,7896.65,40.06,4.33,170.69,0.37,2,12.37416667,5.1235
3.73,605.18,23407.75,7906.94,40.4,4.4,170.77,0.38,2,12.37444444,5.1235
3.7,605.18,23407.75,7876.08,40.65,4.46,171.39,0.39,2,12.37472222,5.1235
3.76,605.18,23485.54,7906.94,40.91,4.46,171.3,0.38,2,12.375,5.1235
3.74,605.18,23330.3,7958.65,40.91,4.44,170.95,0.38,2,12.37527778,5.1235
3.76,605.18,23407.75,7794.35,40.74,4.44,170.69,0.38,2,12.37555556,5.1235
3.7,605.18,23330.3,7906.94,40.57,4.42,171.21,0.38,2,12.37583333,5.1235
3.68,605.18,23099.73,7937.92,41.17,4.44,171.21,0.38,2,12.37611111,5.1235
3.7,605.18,23681.25,7937.92,40.4,4.56,171.3,0.38,2,12.37638889,5.1235
3.76,605.18,23330.3,7876.08,41,4.42,171.04,0.38,2,12.37666667,5.1235
3.72,605.18,23407.75,7906.94,40.74,4.48,168.61,0.38,2,12.37694444,5.1235
3.76,605.18,23407.75,7906.94,40.48,4.52,171.21,0.38,2,12.37722222,5.1235
3.75,605.18,23369,7927.59,40.74,4.5,170.69,0.38,2,12.3775,5.1235
3.75,605.18,23407.75,7906.94,41,4.49,170.95,0.37,2,12.37777778,5.1235
3.78,605.18,23446.6,7937.92,41,4.47,171.21,0.38,2,12.37805556,5.1235
3.66,605.18,23446.6,7896.65,40.74,4.44,171.21,0.38,2,12.37833333,5.1235
3.57,605.18,23407.75,7927.59,40.74,4.42,171.21,0.38,2,12.37861111,5.1235
3.57,605.18,23485.54,7896.65,40.57,4.42,171.21,0.38,2,12.37888889,5.1235
3.76,605.18,23330.3,7958.65,41,4.42,171.3,0.38,2,12.37916667,5.1235
4.01,605.18,23407.75,7958.65,40.91,4.4,171.12,0.38,2,12.37944444,5.1235
3.68,605.18,23641.94,7937.92,40.82,4.44,171.04,0.38,2,12.37972222,5.1235
3.71,605.18,24401.88,7917.26,40.65,4.44,171.12,0.38,2,12.38,5.1235
3.73,605.18,23330.3,7937.92,41,4.57,171.04,0.38,2,12.38027778,5.1235
3.7,605.18,23524.5,7937.92,40.91,4.42,168.95,0.38,2,12.38055556,5.1235
3.77,605.18,23407.75,7937.92,41.17,4.45,171.12,0.38,2,12.38083333,5.1235
3.76,605.18,23485.54,7906.94,41.08,4.46,171.3,0.39,2,12.38111111,5.1235
3.74,605.18,23407.75,7958.65,40.74,4.44,171.12,0.38,2,12.38138889,5.1235
3.74,605.18,23407.75,7937.92,40.91,4.66,171.21,0.38,2,12.38166667,5.1235
3.76,605.18,23485.54,7927.59,40.57,4.72,171.3,0.37,2,12.38194444,5.1235
3.7,605.18,23330.3,7906.94,40.65,4.71,171.83,0.38,2,12.38222222,5.1235
3.76,605.18,23330.3,7896.65,40.15,4.71,171.12,0.38,2,12.3825,5.1235
3.63,605.18,23330.3,7917.26,40.74,4.72,171.12,0.38,2,12.38277778,5.1235
3.69,605.18,23330.3,7958.65,40.57,4.7,170.86,0.38,2,12.38305556,5.1235
3.63,605.18,23253.16,7937.92,40.65,4.71,171.21,0.37,2,12.38333333,5.1235
3.76,605.18,23446.6,7896.65,40.65,4.68,170.77,0.38,2,12.38361111,5.1235
3.74,605.18,23485.54,7937.92,40.91,4.63,171.21,0.38,2,12.38388889,5.1235
3.76,605.18,23407.75,7906.94,40.91,4.63,171.04,0.39,2,12.38416667,5.1235
3.76,605.18,23407.75,7917.26,40.57,4.59,168.69,0.38,2,12.38444444,5.1235
3.74,605.18,23369,7917.26,40.65,4.36,171.12,0.38,2,12.38472222,5.1235
3.74,605.18,23446.6,7969.02,40.74,4.57,171.12,0.38,2,12.385,5.1235
3.76,605.18,23330.3,7927.59,40.74,4.54,170.95,0.38,2,12.38527778,5.1235
3.69,605.18,23330.3,7937.92,40.91,4.51,171.12,0.38,2,12.38555556,5.1235
3.99,605.18,23369,7906.94,40.74,4.51,169.12,0.38,2,12.38583333,5.1235
3.78,605.18,23369,7937.92,40.91,4.46,173.53,0.38,2,12.38611111,5.1235
3.66,605.18,23446.6,7937.92,41,4.57,171.04,0.38,2,12.38638889,5.1235
3.77,605.18,23407.75,7927.59,40.82,4.32,170.77,0.38,2,12.38666667,5.1235
3.76,605.18,23485.54,7927.59,40.74,4.31,171.21,0.38,2,12.38694444,5.1235
3.76,605.18,23407.75,7948.28,40.82,4.27,171.12,0.38,2,12.38722222,5.1235
3.76,605.18,23446.6,7917.26,40.57,4.21,170.86,0.38,2,12.3875,5.1235
3.77,605.18,23407.75,7917.26,40.74,4.2,170.34,0.37,2,12.38777778,5.1235
3.78,605.18,23485.54,7917.26,41.08,4.57,171.3,0.38,2,12.38805556,5.1235
3.78,605.18,23330.3,7896.65,40.74,4.59,171.57,0.37,2,12.38833333,5.1235
3.77,605.18,23407.75,7937.92,40.91,4.5,171.12,0.38,2,12.38861111,5.1235
3.77,605.18,23407.75,7937.92,40.74,4.71,170.69,0.38,2,12.38888889,5.1235
3.34,605.18,22497.78,7937.92,40.74,4.63,171.21,0.38,2,12.38916667,5.1235
3.71,605.18,23485.54,7927.59,40.82,4.63,170.95,0.38,2,12.38944444,5.1235
3.7,605.18,23407.75,7917.26,41,4.98,171.21,0.38,2,12.38972222,5.1235
3.77,605.18,23330.3,7896.65,40.91,5,170.77,0.38,2,12.39,5.1235
3.76,605.18,23407.75,7948.28,40.65,5.01,171.04,0.38,2,12.39027778,5.1235
3.74,605.18,23407.75,7937.92,40.74,5,170.95,0.38,2,12.39055556,5.1235
3.78,605.18,23485.54,7896.65,40.82,4.99,170.95,0.38,2,12.39083333,5.1235
3.57,605.18,23330.3,7937.92,40.65,4.97,171.12,0.38,2,12.39111111,5.1235
3.62,605.18,23407.75,7906.94,40.82,5,171.12,0.38,2,12.39138889,5.1235
3.78,605.18,23446.6,7927.59,40.57,4.99,170.16,0.38,2,12.39166667,5.1235
3.76,605.18,23641.94,7917.26,40.4,4.96,171.3,0.38,2,12.39194444,5.1235
3.71,605.18,23330.3,7937.92,40.65,5.12,170.69,0.38,2,12.39222222,5.1235
3.78,605.18,23253.16,7896.65,41,5.15,171.12,0.39,2,12.3925,5.1235
3.68,605.18,23485.54,7917.26,40.74,5.13,170.77,0.38,2,12.39277778,5.1235
3.74,605.18,23061.56,7917.26,40.65,5.13,171.12,0.38,2,12.39305556,5.1235
3.74,605.18,23330.3,7917.26,40.91,5.13,170.95,0.38,2,12.39333333,5.1235
3.71,605.18,23369,7876.08,41,5.08,170.42,0.38,2,12.39361111,5.1235
3.75,605.18,23407.75,7886.36,40.4,5.1,170.86,0.38,2,12.39388889,5.1235
3.74,605.18,23407.75,7958.65,40.48,5.12,171.12,0.38,2,12.39416667,5.1235
3.74,605.18,23291.69,7937.92,40.82,5.1,170.86,0.31,2,12.39444444,5.1235
3.75,605.18,23330.3,7937.92,39.73,5.12,171.12,0.38,2,12.39472222,5.1235
3.77,605.18,23291.69,7927.59,40.74,5.1,170.86,0.38,2,12.395,5.1235
3.76,605.18,23446.6,7958.65,40.82,5.11,171.12,0.38,2,12.39527778,5.1235
3.81,605.18,23330.3,7896.65,40.57,5.09,170.77,0.38,2,12.39555556,5.1235
3.76,605.18,23369,7917.26,40.74,5.08,170.77,0.38,2,12.39583333,5.1235
4.04,605.18,23563.57,7906.94,40.91,5.08,170.86,0.38,2,12.39611111,5.1235
3.59,605.18,23407.75,7927.59,40.57,5.05,171.04,0.38,2,12.39638889,5.1235
3.76,605.18,23369,7937.92,40.74,5.06,171.21,0.38,2,12.39666667,5.1235
3.76,605.18,23407.75,7917.26,41.08,5.08,171.12,0.39,2,12.39694444,5.1235
3.76,605.18,23446.6,7917.26,41.34,5.08,171.21,0.38,2,12.39722222,5.1235
3.75,605.18,23446.6,7917.26,40.82,5.06,171.21,0.38,2,12.3975,5.1235
3.7,605.18,23407.75,7876.08,40.48,5.05,170.95,0.38,2,12.39777778,5.1235
3.76,605.18,23407.75,7958.65,40.48,5.07,170.95,0.38,2,12.39805556,5.1235
4.06,605.18,24854.94,7937.92,40.32,5.03,171.04,0.38,2,12.39833333,5.1235
3.75,605.18,23369,7927.59,40.74,5.03,171.12,0.38,2,12.39861111,5.1235
3.76,605.18,23641.94,7937.92,40.74,5.03,171.21,0.38,2,12.39888889,5.1235
3.74,605.18,23291.69,7927.59,37.88,5.03,169.73,0.38,2,12.39916667,5.1235
3.76,605.18,23330.3,7917.26,40.91,5.02,170.95,0.38,2,12.39944444,5.1235
3.73,605.18,23330.3,7906.94,40.65,4.98,170.86,0.42,2,12.39972222,5.1235
3.77,605.18,23407.75,7958.65,40.65,4.98,171.12,0.42,2,12.4,5.1235
3.74,605.18,23446.6,7937.92,40.74,4.99,171.12,0.38,2,12.40027778,5.1235
3.77,605.18,23330.3,7917.26,40.82,4.92,171.83,0.37,2,12.40055556,5.1235
3.76,605.18,23330.3,7948.28,41.08,5,170.77,0.38,2,12.40083333,5.1235
3.68,605.18,23446.6,7917.26,40.06,4.96,171.39,0.38,2,12.40111111,5.1235
3.7,605.18,23330.3,7917.26,40.91,4.96,170.6,0.38,2,12.40138889,5.1235
3.74,605.18,23369,7917.26,41.08,4.94,170.69,0.38,2,12.40166667,5.1235
3.66,605.18,23485.54,7917.26,40.91,4.96,171.04,0.38,2,12.40194444,5.1235
3.76,605.18,23291.69,7896.65,40.57,4.96,171.21,0.38,2,12.40222222,5.1235
